Post ID,platform_id,sentiment_id,Post Type,Post Timestamp,Post Content,Post Hour,Post Minute
1018,3,1,Video,2024-12-18 03:38:54,Tonight each style message fly group price kitchen.,3,38
1019,2,1,Video,2024-12-18 02:19:12,Also often four bar between success.,2,19
1021,1,3,Image,2024-12-18 12:55:12,Very price most participant.,12,55
1027,2,3,Video,2024-12-18 00:32:48,Myself arm order writer professional.,0,32
1030,3,1,Image,2024-12-18 00:53:48,Enough political whole house glass.,0,53
1034,2,1,Video,2024-12-18 23:23:24,Well game we will pass.,23,23
1036,1,1,Link,2024-12-18 09:20:30,Specific budget to through try.,9,20
1037,4,3,Link,2024-12-18 06:06:54,Environmental Mr ready no tree.,6,6
1039,2,2,Video,2024-12-18 04:41:12,Individual start woman road.,4,41
1042,2,1,Link,2024-12-18 03:03:18,Product purpose TV.,3,3
1046,3,1,Video,2024-12-18 19:48:54,Range soon those site accept better course.,19,48
1047,3,1,Image,2024-12-18 06:49:24,Expert season military partner wind because social.,6,49
1048,4,1,Video,2024-12-18 03:20:30,Personal look good professor establish term expect.,3,20
1051,3,3,Video,2024-12-18 06:16:48,West language federal kid know choice by.,6,16
1056,1,3,Link,2024-12-18 23:50:48,Too soldier church news.,23,50
1058,2,2,Image,2024-12-18 14:25:18,Central risk against author already eat.,14,25
1059,4,1,Link,2024-12-18 23:54:18,Movement I bed thank each store our police.,23,54
1060,2,1,Link,2024-12-18 21:15:12,Station lead instead good page civil charge.,21,15
1063,2,1,Video,2024-12-18 11:48:30,Prepare simply technology pattern keep next.,11,48
1064,4,1,Video,2024-12-18 02:12:24,Cell other then decade people.,2,12
1066,3,1,Link,2024-12-18 18:45:48,Plan child argue.,18,45
1067,1,2,Image,2024-12-18 05:17:36,Appear popular amount pay think be.,5,17
1068,2,3,Video,2024-12-18 17:01:48,Send decade find describe itself yes.,17,1
1069,4,3,Link,2024-12-18 03:10:24,Face he wear help billion.,3,10
1071,4,1,Video,2024-12-18 08:07:36,Be pick mind by development seek nor.,8,7
1072,2,1,Video,2024-12-18 06:58:42,Upon large professional floor.,6,58
1075,2,1,Link,2024-12-18 22:46:30,Daughter recognize manager without maybe.,22,46
1079,4,1,Link,2024-12-18 01:45:30,Six those pass movie kid.,1,45
1082,1,1,Image,2024-12-18 04:43:24,Challenge cell bad situation.,4,43
1084,2,3,Image,2024-12-18 05:50:42,Yourself all politics too hour sense.,5,50
1085,1,1,Video,2024-12-18 04:03:42,Information success the face.,4,3
1088,4,3,Video,2024-12-18 08:41:54,Ball possible case state in.,8,41
1091,3,1,Video,2024-12-18 14:04:42,Office science capital cultural.,14,4
1093,4,1,Image,2024-12-18 08:31:54,Contain capital you right president student although.,8,31
1094,1,3,Video,2024-12-18 11:17:42,Argue too lawyer why item service leg.,11,17
1096,2,3,Link,2024-12-18 00:16:18,Before no quality couple need push simply wear.,0,16
1098,2,1,Video,2024-12-18 20:38:54,Form state water.,20,38
1102,3,1,Image,2024-12-18 19:39:36,Once policy game remember detail cut politics.,19,39
1103,1,3,Image,2024-12-18 02:23:54,Conference day reflect organization price memory environmental.,2,23
1106,2,1,Image,2024-12-18 12:05:54,Seek mean together medical.,12,5
1112,1,1,Image,2024-12-18 05:17:12,Without the rock reality.,5,17
1113,2,1,Video,2024-12-18 09:33:18,Hope change method point.,9,33
1114,1,1,Video,2024-12-18 02:25:06,Assume between mother property perform drop.,2,25
1119,3,3,Image,2024-12-18 02:05:18,Head character relate red choice member.,2,5
1120,2,2,Image,2024-12-18 20:31:42,Leader less else reach right.,20,31
1124,1,3,Image,2024-12-18 18:49:54,Candidate either somebody he war yeah vote.,18,49
1125,3,1,Link,2024-12-18 10:53:48,Sometimes parent might sister know learn style weight.,10,53
1126,3,1,Link,2024-12-18 13:05:54,Blue dinner it page.,13,5
1128,4,1,Link,2024-12-18 09:32:54,Turn draw usually ahead evidence character including.,9,32
1132,1,2,Image,2024-12-18 21:02:36,Approach tell prove item dog notice.,21,2
1136,2,2,Video,2024-12-18 08:36:54,Meet ask major say arrive.,8,36
1137,3,2,Link,2024-12-18 13:32:36,There strategy hold world.,13,32
1138,3,1,Link,2024-12-18 07:14:18,Remember week assume call reveal.,7,14
1141,1,1,Image,2024-12-18 17:11:18,Year affect certain model prove the.,17,11
1146,1,1,Video,2024-12-18 18:31:06,Evening southern dog at house on game feel.,18,31
1148,3,3,Video,2024-12-18 01:40:36,Make interesting oil trouble mean out.,1,40
1149,1,1,Link,2024-12-18 09:18:18,Eight western truth perhaps quality.,9,18
1165,4,1,Video,2024-12-18 13:43:30,Bad ability prevent vote happy.,13,43
1166,1,1,Image,2024-12-18 09:59:24,No early money ten lot surface approach population.,9,59
1167,4,1,Link,2024-12-18 16:22:30,Ball own fact air.,16,22
1168,4,2,Video,2024-12-18 21:08:18,Road up east rate reduce go.,21,8
1171,2,3,Image,2024-12-18 21:17:06,Good edge wind free note officer firm.,21,17
1178,1,1,Link,2024-12-18 22:46:30,Try a style join.,22,46
1179,1,1,Link,2024-12-18 15:15:54,Sure mention right staff either remember.,15,15
1181,1,3,Image,2024-12-18 10:54:54,Five nor its suddenly serious.,10,54
1182,3,1,Link,2024-12-18 06:04:42,Paper really political prevent.,6,4
1184,4,1,Link,2024-12-18 07:02:24,Back southern fight mind prepare policy.,7,2
1193,2,1,Image,2024-12-18 11:12:06,Major parent space trial movement generation reduce.,11,12
1195,3,3,Image,2024-12-18 16:59:24,Nice check yes experience ok alone.,16,59
1200,4,1,Link,2024-12-18 22:44:54,Miss instead government state down.,22,44
1201,4,1,Video,2024-12-18 17:34:30,Heavy upon available goal.,17,34
1202,1,3,Link,2024-12-18 22:36:06,Speak sometimes military boy job project.,22,36
1203,3,1,Image,2024-12-18 17:26:54,Seek also full fear himself process.,17,26
1204,2,1,Link,2024-12-18 08:10:54,Institution do water war music personal arm.,8,10
1205,3,1,Link,2024-12-18 02:14:00,Plan establish safe practice card option stuff scene.,2,14
1206,4,3,Link,2024-12-18 00:22:12,Tonight how could serious company customer our.,0,22
1211,4,1,Link,2024-12-18 03:40:42,Century staff experience safe.,3,40
1212,2,3,Image,2024-12-18 14:30:24,Beyond politics soon set center agreement.,14,30
1214,3,2,Video,2024-12-18 04:27:48,Test rather within well quite majority year maintain.,4,27
1216,3,1,Image,2024-12-18 02:06:24,Culture situation consider growth rise through.,2,6
1219,4,3,Video,2024-12-18 10:58:54,Out this others.,10,58
1220,3,2,Image,2024-12-18 16:39:00,Office space top professional environment follow civil issue.,16,39
1221,4,1,Video,2024-12-18 22:37:18,Produce benefit glass task discover.,22,37
1222,4,1,Link,2024-12-18 12:54:18,Red wonder time expect black.,12,54
1223,3,3,Video,2024-12-18 09:03:06,Name head understand particularly sometimes a.,9,3
1228,2,1,Image,2024-12-18 04:52:24,Sit spend change here town.,4,52
1230,1,1,Image,2024-12-18 00:27:36,Dark raise finish interesting arrive ok.,0,27
1231,2,3,Image,2024-12-18 04:38:54,Tend score community push water.,4,38
1235,3,1,Video,2024-12-18 15:35:06,Later what girl federal ask worker person.,15,35
1239,2,1,Link,2024-12-18 02:00:36,Whose lay arm radio both.,2,0
1240,1,3,Link,2024-12-18 12:43:54,Its old happen total cup action us.,12,43
1241,3,1,Video,2024-12-18 16:35:54,Person data public only control wrong.,16,35
1247,3,3,Link,2024-12-18 08:39:18,Machine enter discuss.,8,39
1248,1,1,Image,2024-12-18 06:05:00,One range girl state social available play.,6,5
1250,2,1,Link,2024-12-18 01:46:18,Real bag myself radio arrive.,1,46
1251,1,1,Video,2024-12-18 09:11:00,Into box sister position her deal partner.,9,11
1255,3,2,Link,2024-12-18 05:19:06,Wait near daughter.,5,19
1258,3,2,Video,2024-12-18 21:20:54,Direction job contain.,21,20
1263,3,1,Image,2024-12-18 20:35:48,Read win star concern.,20,35
1264,2,3,Video,2024-12-18 07:33:36,Theory task bit religious.,7,33
1265,2,1,Video,2024-12-18 05:32:54,Director if a pattern establish crime.,5,32
1268,3,1,Video,2024-12-18 03:20:54,Return recently light finally.,3,20
1269,2,1,Link,2024-12-18 07:11:24,Foreign customer training report.,7,11
1272,1,2,Video,2024-12-18 10:49:54,Fire pick its new eye become next.,10,49
1275,3,1,Image,2024-12-18 08:16:12,Maybe present would himself party image.,8,16
1279,3,1,Image,2024-12-18 14:46:54,Draw state investment.,14,46
1282,2,1,Link,2024-12-18 13:10:30,Question name western similar.,13,10
1284,1,1,Link,2024-12-18 14:19:30,Young home now just public many wait heart.,14,19
1285,3,1,Link,2024-12-18 09:32:24,Risk sell land small present rise phone.,9,32
1286,4,1,Link,2024-12-18 08:28:12,Range owner say people side total.,8,28
1290,2,1,Image,2024-12-18 16:20:54,Thought never likely heavy consider spend.,16,20
1292,3,1,Image,2024-12-18 18:27:42,Point her evidence.,18,27
1293,1,1,Link,2024-12-18 02:23:30,Memory bit drop.,2,23
1294,4,1,Image,2024-12-18 12:33:54,Whole successful her building.,12,33
1296,2,1,Video,2024-12-18 12:37:42,Kitchen story thought office list.,12,37
1300,1,1,Video,2024-12-18 22:53:54,Low administration rise successful same wear.,22,53
1302,4,2,Link,2024-12-18 03:12:42,When require today level positive doctor rise.,3,12
1305,3,2,Link,2024-12-18 01:10:48,Pull cost voice hold term town.,1,10
1309,2,2,Image,2024-12-18 00:48:12,Surface enjoy weight either economy wear.,0,48
1310,4,3,Link,2024-12-18 01:51:24,Red issue institution again pretty financial really.,1,51
1313,1,1,Link,2024-12-18 05:46:30,Moment plant bad civil.,5,46
1314,4,1,Link,2024-12-18 20:10:24,College discuss church to fish part.,20,10
1317,4,1,Image,2024-12-18 00:40:18,Join language say short fire.,0,40
1319,3,1,Video,2024-12-18 01:38:00,Within door term including room glass game.,1,38
1326,1,1,Image,2024-12-18 01:17:42,Industry mind who return final rest agent.,1,17
1328,1,1,Link,2024-12-18 02:02:06,Benefit fight project rise poor note remain.,2,2
1332,4,1,Video,2024-12-18 12:28:42,Page low hot nation.,12,28
1334,2,1,Video,2024-12-18 11:31:06,Safe campaign public citizen mention face behavior letter.,11,31
1337,2,3,Image,2024-12-18 06:23:30,Song these per three help.,6,23
1339,3,1,Video,2024-12-18 04:17:18,Whom agreement pass up almost follow.,4,17
1342,3,2,Image,2024-12-18 19:18:48,Kid other white seat course whom off inside.,19,18
1353,3,2,Video,2024-12-18 17:29:00,Agreement nice drug bed.,17,29
1355,3,1,Image,2024-12-18 17:20:54,Score treatment later century he camera.,17,20
1358,2,1,Video,2024-12-18 18:27:30,Live daughter season phone two believe mouth.,18,27
1363,4,2,Video,2024-12-18 03:57:48,Concern finish meet chance pattern fly.,3,57
1365,2,1,Link,2024-12-18 18:48:24,Degree why lose quite law.,18,48
1366,2,1,Image,2024-12-18 17:15:24,Pass challenge represent.,17,15
1367,4,1,Link,2024-12-18 20:32:42,Across southern call third should might.,20,32
1369,3,1,Video,2024-12-18 15:57:30,Arm heavy government area organization alone degree.,15,57
1373,3,1,Video,2024-12-18 11:39:42,Vote across according off modern media.,11,39
1378,2,1,Image,2024-12-18 13:10:12,Tough wind message central condition oil.,13,10
1382,1,3,Image,2024-12-18 17:07:54,Gas open able nature vote.,17,7
1387,3,2,Video,2024-12-18 08:41:54,Employee attention single right.,8,41
1388,2,2,Image,2024-12-18 21:49:18,Hospital part many evidence ten local.,21,49
1396,2,1,Image,2024-12-18 17:58:12,His evening enter tree exist.,17,58
1398,4,1,Link,2024-12-18 06:22:54,Call view let enough recently power door.,6,22
1400,2,1,Link,2024-12-18 19:06:54,Stage administration stock plan lot security improve.,19,6
1403,4,1,Image,2024-12-18 04:16:00,Hold some feeling say.,4,16
1404,4,1,Video,2024-12-18 01:21:54,Wife day party decade.,1,21
1406,1,2,Video,2024-12-18 16:36:36,Ready yourself especially.,16,36
1409,4,2,Link,2024-12-18 21:24:06,Kitchen meet when discussion lay.,21,24
1411,1,2,Image,2024-12-18 15:02:30,Them positive wait defense.,15,2
1413,4,3,Video,2024-12-18 07:59:06,Only type suffer sort forget first.,7,59
1416,4,1,Image,2024-12-18 08:46:30,Only suddenly number anything.,8,46
1421,3,1,Image,2024-12-18 11:15:42,Read as hope spend against central firm land.,11,15
1423,1,3,Link,2024-12-18 17:20:48,Nature company choice dog.,17,20
1431,1,1,Video,2024-12-18 10:21:24,Compare subject character reach play.,10,21
1433,4,1,Link,2024-12-18 21:20:18,Evening accept factor happy whether.,21,20
1434,1,3,Link,2024-12-18 14:20:36,Picture fund between language.,14,20
1435,3,1,Link,2024-12-18 06:23:18,Give car result speech choice argue believe.,6,23
1436,4,1,Image,2024-12-18 08:40:24,Laugh and admit.,8,40
1438,3,3,Video,2024-12-18 13:33:24,Since keep player authority art with lot study.,13,33
1439,4,2,Video,2024-12-18 02:39:06,As sit relate information challenge policy.,2,39
1440,2,1,Video,2024-12-18 10:35:48,Big admit significant word.,10,35
1442,4,3,Image,2024-12-18 03:22:54,Contain type south operation brother support back.,3,22
1443,3,1,Link,2024-12-18 13:26:42,See look term message bit again community.,13,26
1446,3,1,Video,2024-12-18 03:16:42,Material myself us cut.,3,16
1448,3,1,Video,2024-12-18 10:04:18,Without movement relationship organization loss.,10,4
1450,2,2,Video,2024-12-18 09:33:06,Which fill arrive thousand.,9,33
1457,1,3,Image,2024-12-18 22:30:48,Eight standard miss box policy wonder police.,22,30
1459,2,2,Image,2024-12-18 00:54:12,Dog true body may possible western.,0,54
1460,2,1,Link,2024-12-18 23:17:42,Site whom couple off admit stand total.,23,17
1461,2,1,Link,2024-12-18 12:47:54,Wife too friend key available.,12,47
1463,3,1,Link,2024-12-18 04:31:54,Throughout and radio interesting common point likely often.,4,31
1465,2,1,Image,2024-12-18 09:23:00,During determine daughter most upon.,9,23
1472,1,2,Link,2024-12-18 07:18:12,Side wonder them budget decade.,7,18
1475,1,1,Image,2024-12-18 06:15:48,Finally last past trial.,6,15
1478,1,2,Image,2024-12-18 10:43:24,Career memory have particular game some.,10,43
1483,2,1,Link,2024-12-18 18:04:36,Necessary likely democratic feel air treat sometimes.,18,4
1487,4,1,Video,2024-12-18 04:16:48,Eight to end.,4,16
1490,4,1,Video,2024-12-18 06:31:48,Knowledge mind agency share factor meet particular.,6,31
1492,3,1,Link,2024-12-18 13:18:30,Dark major order dog drive garden computer.,13,18
1493,2,1,Video,2024-12-18 20:17:36,Finally get good.,20,17
1500,2,1,Image,2024-12-18 00:23:54,Particular war certain home.,0,23
1501,1,3,Link,2024-12-18 09:10:42,Order address long yeah board.,9,10
1506,4,1,Image,2024-12-18 04:59:06,Bill lawyer forward site daughter back test.,4,59
1510,4,1,Link,2024-12-18 13:35:18,So executive size.,13,35
1514,4,1,Video,2024-12-18 02:16:36,Brother continue various second fear such scientist.,2,16
1522,4,3,Video,2024-12-18 14:04:48,Look heavy school.,14,4
1525,2,3,Link,2024-12-18 05:00:24,Field air fine people same everything.,5,0
1528,4,3,Image,2024-12-18 21:40:24,Visit part water by.,21,40
1529,3,1,Image,2024-12-18 20:18:30,Ago year management upon.,20,18
1530,1,1,Video,2024-12-18 01:32:30,Career voice speech dog leg travel far floor.,1,32
1532,3,1,Image,2024-12-18 19:26:06,Draw run new enough.,19,26
1534,2,1,Image,2024-12-18 23:37:36,Identify nearly chance push security land.,23,37
1537,2,3,Video,2024-12-18 22:36:12,Decide image commercial trouble.,22,36
1538,2,1,Video,2024-12-18 07:12:42,Beat network turn decide population look common kitchen.,7,12
1553,1,1,Image,2024-12-18 07:01:24,Cold natural at without.,7,1
1555,1,2,Image,2024-12-18 00:00:18,Change hundred east dog loss.,0,0
1557,4,1,Video,2024-12-18 20:02:18,Receive finish project both traditional or different.,20,2
1559,4,2,Image,2024-12-18 02:22:48,State can while political quickly fall.,2,22
1560,1,1,Link,2024-12-18 08:59:36,Computer article rest case she.,8,59
1561,2,1,Image,2024-12-18 01:47:48,Beautiful customer discover well.,1,47
1563,2,1,Image,2024-12-18 05:23:30,Billion notice drive officer.,5,23
1564,1,2,Link,2024-12-18 11:42:42,If mean water building during two.,11,42
1569,4,1,Video,2024-12-18 04:29:30,Yeah hold thus threat assume.,4,29
1570,1,1,Video,2024-12-18 21:11:24,Better it type put.,21,11
1572,2,1,Link,2024-12-18 19:47:54,Live country discuss sound wish if back.,19,47
1573,2,3,Link,2024-12-18 16:38:24,Assume training society.,16,38
1574,3,1,Video,2024-12-18 15:23:54,If smile or population war quickly.,15,23
1576,1,1,Image,2024-12-18 12:41:30,Move student go fine water technology.,12,41
1578,2,1,Video,2024-12-18 21:07:00,Music method method task seem go clearly.,21,7
1579,1,1,Video,2024-12-18 00:34:54,Someone far think common coach.,0,34
1580,1,3,Image,2024-12-18 21:16:48,Contain director charge lead evening.,21,16
1581,3,1,Image,2024-12-18 11:38:12,Discuss way move past.,11,38
1584,3,1,Link,2024-12-18 04:19:42,Player as black vote amount.,4,19
1585,1,1,Link,2024-12-18 21:46:36,Natural to common.,21,46
1586,4,3,Link,2024-12-18 03:54:12,During doctor should concern discussion.,3,54
1588,4,1,Video,2024-12-18 12:15:42,Manage around perform right.,12,15
1590,1,3,Link,2024-12-18 21:54:12,Affect weight worry central.,21,54
1595,4,1,Video,2024-12-18 22:47:48,Fine example tonight safe.,22,47
1597,3,1,Video,2024-12-18 19:41:24,Above happy drive project not threat.,19,41
1606,1,3,Link,2024-12-18 18:50:30,Improve choose yeah involve feel.,18,50
1608,2,2,Link,2024-12-18 12:42:42,Left nothing avoid television take.,12,42
1611,1,1,Video,2024-12-18 14:01:30,In loss really push be.,14,1
1612,3,1,Link,2024-12-18 02:30:12,Important himself ago there.,2,30
1615,1,1,Image,2024-12-18 20:31:00,Receive case fund message.,20,31
