audience_id,Audience Gender,Audience Age,Audience Location,Audience Interests
854,Female,51,British Virgin Islands,every
855,Other,36,Korea,me
856,Male,23,Burundi,deep
857,Female,62,Sierra Leone,continue
858,Male,63,Kenya,four
859,Male,21,Indonesia,old
860,Other,30,Estonia,woman
861,Other,65,Chad,scene
862,Male,40,Guam,work
863,Male,46,Guinea-Bissau,stop
864,Female,24,Sri Lanka,green
865,Other,57,French Guiana,poor
866,Male,54,Nepal,focus
867,Other,31,Egypt,mention
868,Other,29,Gibraltar,hit
869,Male,42,China,other
870,Male,38,Indonesia,executive
871,Female,28,Mauritius,half
872,Male,37,Central African Republic,significant
873,Female,37,Morocco,drop
874,Male,58,Czech Republic,question
875,Other,37,Maldives,detail
876,Male,27,Wallis and Futuna,move
877,Male,58,Bahamas,sort
878,Other,19,Myanmar,test
879,Male,50,Cyprus,tree
880,Female,52,Bosnia and Herzegovina,smile
881,Female,56,Turks and Caicos Islands,wall
882,Female,48,Grenada,administration
883,Female,23,Serbia,ten
884,Other,28,Japan,this
885,Other,19,Netherlands,of
886,Other,39,Cayman Islands,pretty
887,Other,37,Macao,pretty
888,Female,26,Belize,manager
889,Other,36,Norfolk Island,shake
890,Female,42,Poland,so
891,Other,50,Taiwan,nice
892,Female,44,Costa Rica,service
893,Male,52,Poland,rather
894,Other,64,Chad,specific
895,Other,21,Slovakia (Slovak Republic),scene
896,Female,18,Malaysia,safe
897,Female,35,Spain,sit
898,Male,56,Austria,arm
899,Male,56,Malaysia,thing
900,Other,55,Saint Kitts and Nevis,history
901,Male,65,Svalbard & Jan Mayen Islands,range
902,Other,55,Malta,push
903,Female,33,South Georgia and the South Sandwich Islands,reduce
904,Male,28,Chad,report
905,Other,23,Turkey,organization
906,Other,55,Tonga,father
907,Female,41,Morocco,old
908,Female,22,Poland,artist
909,Male,36,Iran,modern
910,Male,61,New Zealand,garden
911,Female,33,Spain,meet
912,Female,25,Morocco,professional
913,Male,30,Korea,executive
914,Male,57,Niue,floor
915,Male,65,El Salvador,unit
916,Female,34,Egypt,join
917,Other,61,Vanuatu,person
918,Other,34,Iraq,fund
919,Male,42,Cook Islands,great
920,Female,52,Cameroon,level
921,Female,35,Sierra Leone,challenge
922,Female,45,Denmark,chair
923,Other,32,Bangladesh,check
924,Male,37,Saint Helena,camera
925,Male,56,Tanzania,little
926,Male,21,Cape Verde,specific
927,Female,28,Saint Vincent and the Grenadines,treat
928,Other,63,Vietnam,say
929,Other,22,Nauru,lay
930,Female,39,Suriname,risk
931,Other,30,Namibia,outside
932,Female,30,Namibia,season
933,Male,51,Guatemala,southern
934,Female,32,China,special
935,Other,35,Greece,maintain
936,Male,41,Afghanistan,expert
937,Other,59,Myanmar,thus
938,Other,62,Cuba,into
939,Female,38,Cook Islands,war
940,Male,23,Samoa,future
941,Other,37,Nepal,responsibility
942,Other,26,Panama,entire
943,Male,50,Micronesia,no
944,Female,52,Togo,general
945,Other,48,Bulgaria,law
946,Other,37,Monaco,audience
947,Other,40,Dominica,whom
948,Male,50,Sri Lanka,eye
949,Female,40,Latvia,production
950,Female,18,Latvia,reality
951,Other,37,Kiribati,off
952,Female,31,Turkmenistan,discover
953,Male,43,Belgium,program
954,Male,21,Syrian Arab Republic,red
955,Male,58,United States of America,amount
956,Female,32,Argentina,question
957,Female,64,Saint Helena,industry
958,Female,32,Italy,reveal
959,Female,21,French Polynesia,senior
960,Other,49,Lithuania,point
961,Female,35,South Georgia and the South Sandwich Islands,tend
962,Male,50,Malaysia,however
963,Female,65,Indonesia,west
964,Male,45,Angola,or
965,Male,53,Malta,really
966,Other,42,Solomon Islands,scene
967,Male,62,Sri Lanka,financial
968,Female,36,Netherlands,ready
969,Other,39,British Virgin Islands,most
970,Male,19,Cape Verde,others
971,Male,26,Northern Mariana Islands,seem
972,Other,44,Solomon Islands,phone
973,Female,39,Western Sahara,road
974,Male,37,Sudan,police
975,Other,29,Bolivia,region
976,Female,28,Northern Mariana Islands,night
977,Female,28,Turkmenistan,remain
978,Female,44,Bouvet Island (Bouvetoya),north
979,Female,61,Saint Vincent and the Grenadines,music
980,Male,28,Samoa,night
981,Female,38,Sri Lanka,fund
982,Female,64,Costa Rica,left
983,Male,31,Cape Verde,compare
984,Female,54,Sudan,expect
985,Female,30,Czech Republic,prevent
986,Male,44,Mauritius,live
987,Female,55,Grenada,Republican
988,Other,64,Nicaragua,sort
989,Male,18,Iraq,scientist
990,Female,54,Congo,impact
991,Male,35,Lao People's Democratic Republic,within
992,Male,20,Macao,hard
993,Other,58,Saudi Arabia,base
994,Male,20,Estonia,follow
995,Male,54,Serbia,body
996,Female,62,Mayotte,group
997,Male,38,Micronesia,avoid
998,Female,39,Sudan,would
999,Female,51,Chile,out
1000,Female,50,Svalbard & Jan Mayen Islands,appear
1001,Female,56,Burundi,ever
1002,Male,47,Honduras,white
1003,Other,29,Vanuatu,industry
1004,Male,44,Gambia,stuff
1005,Other,58,Falkland Islands (Malvinas),mention
1006,Other,57,Netherlands Antilles,seem
1007,Male,50,Maldives,thus
1008,Male,23,Armenia,feeling
1009,Female,42,Brazil,president
1010,Male,27,Nepal,industry
1011,Other,45,Bahamas,yes
1012,Other,49,Slovenia,open
1013,Male,62,Saint Helena,chair
1014,Female,26,North Macedonia,two
1015,Male,59,Congo,during
1016,Male,23,Thailand,detail
1017,Male,21,Georgia,bit
1018,Female,50,New Zealand,them
1019,Female,32,Faroe Islands,former
1020,Other,56,Greece,research
1021,Female,27,Christmas Island,player
1022,Male,34,Svalbard & Jan Mayen Islands,turn
1023,Male,34,Chile,deal
1024,Female,33,Turkey,wish
1025,Other,48,Guernsey,together
1026,Male,23,Denmark,hotel
1027,Female,63,Vanuatu,test
1028,Other,61,Bouvet Island (Bouvetoya),talk
1029,Other,41,Guam,light
1030,Male,40,Ukraine,major
1031,Other,63,Saint Pierre and Miquelon,likely
1032,Female,39,Slovenia,house
1033,Female,32,United States Virgin Islands,explain
1034,Other,22,Rwanda,same
1035,Male,19,Israel,modern
1036,Male,60,Belgium,would
1037,Male,51,Bolivia,clearly
1038,Female,18,Italy,group
1039,Female,30,Pakistan,would
1040,Other,65,Myanmar,so
1041,Other,52,Sudan,game
1042,Male,61,Maldives,similar
1043,Male,57,Liechtenstein,computer
1044,Male,22,Saint Helena,anything
1045,Male,59,Paraguay,morning
1046,Other,52,Central African Republic,remember
1047,Female,24,Uruguay,free
1048,Female,24,Dominica,stay
1049,Other,60,Burundi,fight
1050,Male,51,Cape Verde,fight
1051,Other,22,Afghanistan,anything
1052,Female,21,Mozambique,four
1053,Male,55,Martinique,cover
1054,Male,65,Uzbekistan,woman
1055,Male,60,Guernsey,prepare
1056,Other,40,American Samoa,authority
1057,Other,60,Albania,pay
1058,Female,48,Cyprus,staff
1059,Female,58,Isle of Man,throughout
1060,Other,20,Tajikistan,let
1061,Other,48,Taiwan,represent
1062,Male,65,Poland,third
1063,Male,23,Pakistan,cover
1064,Female,59,Cambodia,loss
1065,Male,63,Sudan,mention
1066,Male,59,Guinea,two
1067,Female,48,Rwanda,herself
1068,Male,36,Lesotho,scientist
1069,Male,20,Uzbekistan,year
1070,Female,37,North Macedonia,court
1071,Female,28,Niue,there
1072,Male,18,Gambia,figure
1073,Female,29,Nauru,chair
1074,Female,52,Argentina,around
1075,Female,36,Comoros,small
1076,Female,58,Korea,industry
1077,Other,56,Cyprus,bag
1078,Male,36,Guadeloupe,next
1079,Female,62,Nepal,parent
1080,Other,48,Benin,school
1081,Female,35,Azerbaijan,character
1082,Male,42,Macao,old
1083,Male,22,British Virgin Islands,if
1084,Female,65,Pitcairn Islands,course
1085,Other,44,Armenia,choose
1086,Female,42,Lithuania,herself
1087,Other,23,Saint Barthelemy,everybody
1088,Male,20,Tanzania,consider
1089,Male,42,Mauritania,economy
1090,Male,34,Cocos (Keeling) Islands,picture
1091,Other,23,Egypt,themselves
1092,Other,18,Isle of Man,test
1093,Male,19,Cocos (Keeling) Islands,southern
1094,Male,31,Suriname,network
1095,Male,20,Cook Islands,huge
1096,Other,25,Cameroon,join
1097,Other,35,New Caledonia,opportunity
1098,Female,43,Saint Barthelemy,general
1099,Female,48,Jordan,area
1100,Female,54,Mayotte,effect
1101,Male,49,Solomon Islands,administration
1102,Female,42,Sudan,contain
1103,Other,39,Turkey,she
1104,Male,29,Marshall Islands,media
1105,Female,56,Bolivia,situation
1106,Male,40,Qatar,consumer
1107,Male,55,Iran,house
1108,Other,32,Guatemala,clearly
1109,Other,64,Mozambique,around
1110,Female,41,Saint Vincent and the Grenadines,that
1111,Female,45,Myanmar,student
1112,Other,29,Bosnia and Herzegovina,fact
1113,Other,30,Djibouti,while
1114,Other,49,Saint Lucia,growth
1115,Other,41,Belgium,rise
1116,Other,40,Tokelau,senior
1117,Male,25,Andorra,cut
1118,Male,62,Kyrgyz Republic,such
1119,Male,30,Saint Vincent and the Grenadines,successful
1120,Male,48,Guadeloupe,industry
1121,Male,48,France,can
1122,Female,22,Paraguay,when
1123,Male,26,Austria,show
1124,Male,54,Tunisia,design
1125,Male,39,Malawi,serious
1126,Male,27,Tonga,believe
1127,Male,36,Fiji,whom
1128,Male,26,Cocos (Keeling) Islands,amount
1129,Female,65,Cook Islands,agreement
1130,Other,62,United States of America,fact
1131,Male,52,Antigua and Barbuda,buy
1132,Other,46,Zimbabwe,themselves
1133,Female,37,Equatorial Guinea,democratic
1134,Female,51,Turkey,arm
1135,Other,40,Uruguay,during
1136,Male,34,Peru,offer
1137,Male,32,Venezuela,listen
1138,Female,21,Germany,save
1139,Female,32,Belgium,cultural
1140,Other,42,Tunisia,year
1141,Other,63,Guatemala,risk
1142,Male,52,Isle of Man,tell
1143,Other,58,Norway,trade
1144,Male,61,Portugal,claim
1145,Male,53,Svalbard & Jan Mayen Islands,off
1146,Female,28,Uzbekistan,camera
1147,Other,18,Belarus,just
1148,Female,60,Namibia,difference
1149,Other,40,Andorra,stand
1150,Male,58,Congo,hand
1151,Male,53,Haiti,skill
1152,Other,27,Albania,total
1153,Female,45,Czech Republic,garden
1154,Other,55,Madagascar,these
1155,Female,37,Bangladesh,identify
1156,Female,28,Serbia,collection
1157,Female,30,Ghana,discussion
1158,Other,64,Falkland Islands (Malvinas),various
1159,Male,63,Spain,book
1160,Female,28,Bosnia and Herzegovina,support
1161,Other,22,Saint Helena,trade
1162,Male,41,Netherlands Antilles,skin
1163,Female,50,Canada,official
1164,Female,23,Grenada,stage
1165,Female,35,Sweden,wind
1166,Female,53,Malaysia,class
1167,Female,58,Colombia,difficult
1168,Male,23,Somalia,rise
1169,Female,62,Estonia,similar
1170,Female,52,Micronesia,amount
1171,Female,26,Comoros,large
1172,Female,42,Guatemala,important
1173,Female,49,Australia,training
1174,Female,55,Bouvet Island (Bouvetoya),analysis
1175,Other,24,Tajikistan,always
1176,Female,22,Tuvalu,everything
1177,Other,59,Sudan,marriage
1178,Other,46,Sao Tome and Principe,sister
1179,Other,62,Cyprus,somebody
1180,Female,51,China,any
1181,Other,59,Ukraine,everyone
1182,Male,28,Morocco,seat
1183,Male,58,Malta,student
1184,Female,64,Rwanda,be
1185,Male,27,Angola,position
1186,Female,62,Australia,ok
1187,Male,29,Argentina,pay
1188,Male,53,Kiribati,fill
1189,Female,25,Venezuela,big
1190,Male,61,Saint Kitts and Nevis,class
1191,Male,63,Czech Republic,four
1192,Female,37,Malaysia,trial
1193,Male,35,Korea,environment
1194,Other,65,Pitcairn Islands,long
1195,Female,62,New Caledonia,teacher
1196,Male,47,Burundi,respond
1197,Female,57,Saudi Arabia,among
1198,Male,33,Korea,process
1199,Male,65,Swaziland,think
1200,Female,58,Georgia,let
1201,Female,21,Macao,ground
1202,Other,42,Finland,remember
1203,Male,25,Latvia,fill
1204,Female,41,Slovakia (Slovak Republic),fight
1205,Other,40,Saint Martin,million
1206,Other,53,Mauritius,friend
1207,Male,59,Mozambique,subject
1208,Other,49,Malta,generation
1209,Female,32,Bermuda,mean
1210,Female,60,Dominican Republic,tonight
1211,Other,21,Saudi Arabia,chair
1212,Male,23,Zimbabwe,yourself
1213,Male,61,Nigeria,other
1214,Female,26,Bulgaria,five
1215,Male,59,Sudan,avoid
1216,Other,63,Zambia,seem
1217,Other,64,Kuwait,western
1218,Male,59,Sweden,short
1219,Other,54,Somalia,take
1220,Female,31,Mauritius,meet
1221,Male,27,Mayotte,manage
1222,Male,35,Belize,degree
1223,Female,58,Barbados,own
1224,Other,39,Belgium,then
1225,Male,47,Kazakhstan,happy
1226,Other,32,Martinique,give
1227,Male,60,Jordan,blood
1228,Female,24,Western Sahara,whose
1229,Other,35,British Indian Ocean Territory (Chagos Archipelago),street
1230,Other,50,Burkina Faso,pressure
1231,Male,20,Latvia,hour
1232,Male,58,Azerbaijan,base
1233,Female,32,Jersey,remember
1234,Male,40,Thailand,tell
1235,Male,22,Tuvalu,would
1236,Female,29,Haiti,stock
1237,Other,50,Uzbekistan,pull
1238,Male,58,Maldives,song
1239,Other,48,Suriname,guy
1240,Other,52,Sri Lanka,feel
1241,Female,45,French Guiana,generation
1242,Male,43,Mayotte,suffer
1243,Other,30,Trinidad and Tobago,hospital
1244,Female,65,Burkina Faso,society
1245,Female,25,Samoa,throw
1246,Female,37,Botswana,bank
1247,Other,63,Saint Martin,among
1248,Other,45,Chad,share
1249,Male,54,Afghanistan,senior
1250,Other,35,Malta,design
1251,Male,54,Georgia,type
1252,Female,56,Mauritius,language
1253,Male,50,Lebanon,letter
1254,Male,57,Liechtenstein,make
1255,Female,51,Namibia,artist
1256,Female,28,Tajikistan,too
1257,Female,24,Georgia,soon
1258,Female,20,Czech Republic,bill
1259,Male,40,Sao Tome and Principe,debate
1260,Other,40,Guinea,order
1261,Female,36,Libyan Arab Jamahiriya,always
1262,Female,48,Argentina,finally
1263,Male,23,Panama,our
1264,Female,23,Djibouti,close
1265,Female,27,Mauritius,organization
1266,Other,58,Angola,performance
1267,Other,34,France,who
1268,Male,34,Zimbabwe,option
1269,Female,50,Belarus,rise
1270,Female,29,Iraq,stock
1271,Male,45,Cyprus,successful
1272,Other,24,Dominican Republic,wife
1273,Other,26,Saint Helena,her
1274,Other,20,Turks and Caicos Islands,marriage
1275,Other,26,Gabon,mother
1276,Female,60,Philippines,here
1277,Other,51,Ghana,short
1278,Other,60,Saint Kitts and Nevis,often
1279,Male,39,Lao People's Democratic Republic,ten
1280,Other,65,China,try
1281,Female,23,Cambodia,town
1282,Female,25,Cambodia,pattern
1283,Other,63,Ecuador,never
1284,Male,21,Macao,leg
1285,Other,37,Comoros,bar
1286,Other,58,Albania,education
1287,Male,45,Uzbekistan,argue
1288,Male,64,Canada,recently
1289,Female,34,Madagascar,decade
1290,Other,45,Chad,religious
1291,Female,38,Bahamas,politics
1292,Other,30,Malta,air
1293,Male,38,Serbia,Congress
1294,Female,59,Malta,training
1295,Male,27,Western Sahara,early
1296,Male,51,Czech Republic,such
1297,Other,63,El Salvador,quickly
1298,Female,52,Lesotho,style
1299,Other,32,Latvia,sell
1300,Male,39,Suriname,they
1301,Male,55,American Samoa,sing
1302,Other,29,Cayman Islands,notice
1303,Male,50,Tuvalu,edge
1304,Female,55,Korea,learn
1305,Male,30,North Macedonia,vote
1306,Female,34,Palestinian Territory,machine
1307,Male,25,Korea,body
1308,Other,23,Slovakia (Slovak Republic),bed
1309,Female,23,United Arab Emirates,compare
1310,Male,62,Latvia,issue
1311,Other,44,Seychelles,former
1312,Other,52,Central African Republic,general
1313,Other,19,Mozambique,understand
1314,Male,25,El Salvador,fast
1315,Male,28,Macao,account
1316,Male,55,Comoros,crime
1317,Male,50,Anguilla,class
1318,Other,46,Ukraine,present
1319,Female,51,Cambodia,ten
1320,Other,23,Bosnia and Herzegovina,situation
1321,Male,61,Portugal,police
1322,Male,50,Solomon Islands,half
1323,Other,50,Cocos (Keeling) Islands,improve
1324,Male,65,Denmark,everyone
1325,Other,62,Dominica,too
1326,Male,45,Ukraine,home
1327,Male,45,Malawi,sister
1328,Male,20,Fiji,prevent
1329,Female,47,Iraq,magazine
1330,Other,31,Montenegro,south
1331,Male,39,Montenegro,dinner
1332,Female,50,Eritrea,toward
1333,Male,46,Cameroon,agree
1334,Female,46,Guatemala,build
1335,Male,32,Iceland,learn
1336,Male,24,Bahamas,wife
1337,Female,42,Iran,phone
1338,Male,65,Liechtenstein,week
1339,Male,63,Gambia,current
1340,Male,53,Bulgaria,reach
1341,Male,53,Kazakhstan,yes
1342,Female,23,Serbia,Republican
1343,Male,32,Switzerland,ahead
1344,Male,61,Somalia,provide
1345,Male,37,Timor-Leste,beautiful
1346,Male,20,Wallis and Futuna,matter
1347,Female,56,Mali,last
1348,Male,39,Madagascar,lose
1349,Other,52,Bangladesh,dog
1350,Female,32,Benin,here
1351,Male,56,Bhutan,animal
1352,Other,18,Comoros,report
1353,Male,39,Ireland,about
1354,Female,53,Greece,low
1355,Male,38,Saint Lucia,low
1356,Female,42,Indonesia,can
1357,Male,27,United States of America,take
1358,Male,59,Thailand,approach
1359,Female,56,Jamaica,TRUE
1360,Male,41,Korea,behavior
1361,Male,44,Tonga,Democrat
1362,Other,25,Lao People's Democratic Republic,factor
1363,Other,55,Slovakia (Slovak Republic),relate
1364,Other,49,Iceland,choice
1365,Female,40,Falkland Islands (Malvinas),surface
1366,Female,34,Finland,shoulder
1367,Female,35,Tonga,direction
1368,Male,40,Equatorial Guinea,ever
1369,Female,20,Anguilla,agency
1370,Female,28,South Africa,want
1371,Female,65,Sri Lanka,beat
1372,Other,47,Sierra Leone,whole
1373,Other,31,Christmas Island,make
1374,Male,28,Saint Lucia,every
1375,Female,48,New Zealand,land
1376,Male,35,Lithuania,enter
1377,Male,52,Japan,mother
1378,Other,50,Aruba,civil
1379,Male,53,Saint Vincent and the Grenadines,put
1380,Other,51,Finland,specific
1381,Male,32,Bosnia and Herzegovina,management
1382,Female,33,Seychelles,better
1383,Male,51,Haiti,wrong
1384,Female,34,Puerto Rico,fast
1385,Female,59,Tunisia,ten
1386,Female,57,Cambodia,born
1387,Other,23,Trinidad and Tobago,money
1388,Female,49,Namibia,recent
1389,Female,21,United Kingdom,everybody
1390,Female,23,Moldova,sea
1391,Male,56,American Samoa,measure
1392,Male,36,Trinidad and Tobago,figure
1393,Male,41,Brunei Darussalam,bank
1394,Female,50,Cote d'Ivoire,get
1395,Other,50,Rwanda,Democrat
1396,Male,49,Kuwait,hundred
1397,Female,60,Jamaica,third
1398,Female,19,Nepal,what
1399,Male,39,Serbia,spring
1400,Other,20,Papua New Guinea,child
1401,Female,59,Albania,onto
1402,Other,63,Turkey,whole
1403,Male,23,Niger,anyone
1404,Other,38,Jamaica,also
1405,Other,26,Indonesia,hand
1406,Other,35,Gibraltar,however
1407,Other,29,United Kingdom,kind
1408,Female,47,Mauritius,whether
1409,Other,55,Botswana,word
1410,Other,59,New Caledonia,future
1411,Other,18,Syrian Arab Republic,goal
1412,Female,48,Martinique,parent
1413,Male,29,French Guiana,agency
1414,Male,31,Niger,better
1415,Male,48,Indonesia,land
1416,Male,60,Latvia,few
1417,Male,25,Aruba,care
1418,Female,21,Gambia,hotel
1419,Female,52,Benin,wife
1420,Other,44,Cape Verde,while
1421,Male,57,Georgia,life
1422,Female,53,Suriname,me
1423,Male,44,Tunisia,discover
1424,Female,56,Andorra,member
1425,Male,20,Saint Kitts and Nevis,almost
1426,Male,24,Kenya,organization
1427,Male,29,Afghanistan,there
1428,Male,55,Congo,wife
1429,Female,23,Afghanistan,thank
1430,Other,37,Sweden,suggest
1431,Other,19,Cayman Islands,computer
1432,Male,39,Ireland,suggest
1433,Male,53,Lithuania,key
1434,Male,26,Libyan Arab Jamahiriya,save
1435,Male,51,Tunisia,learn
1436,Male,38,Reunion,account
1437,Male,39,Cocos (Keeling) Islands,ok
1438,Male,37,Swaziland,scientist
1439,Other,53,Nicaragua,song
1440,Male,37,Saint Pierre and Miquelon,hear
1441,Female,39,Barbados,ground
1442,Other,25,Bosnia and Herzegovina,can
1443,Female,19,France,girl
1444,Female,56,Suriname,prove
